field_id,common_name,species_name,family,order,common_group,sp_code,,master_trawl,notes,Common group sorting order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumerils clam worm,"worm, dumeril's clam",Platynereis dumerii,Nereididae,Phyllodocida,Worms,Pla dum,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irridescent threadworm,"threadworm, irridescent ",Arabella iricolor,Oenonidae,Eunicida,Worms,Ara iri,,,aka: opal worm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arabellid spp.,threadworm spp.,Arabellid spp.,Oenonidae,Eunicida,Worms,Ara spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drilonereis magna,threadworm sp.,Drilonereis magna,Oenonidae,Eunicida,Worms,Dri mag,,,threadworm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drilonereis spp.,threadworm spp.,Drilonereis spp.,Oenonidae,Eunicida,Worms,Dri spp,,,threadworm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notocirrus spinifera,threadworm sp.,Notocirrus spinifera,Oenonidae,Eunicida,Worms,Not spi,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plumed worm,"worm, plumed",Diopatra cuprea,Onuphidae,Eunicida,Worms,Dio cup,,,aka: ornate worm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kinbergonuphis spp.,worm spp.,Kinbergonuphis spp.,Onuphidae,Eunicida,Worms,Kin spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myriochele heeri,tubeworm sp.,Myriochele heeri,Oweniidae,Sabellida,Worms,Myr hee,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spindle shaped tubeworm,"tubeworm, spindle-shaped ",Owenia fusiformis,Oweniidae,Sabellida,Worms,Owe fus,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream cone worm,"worm, ice cream cone ",Pectinaria gouldii,Pectinariidae,Terebellida,Worms,Pec gou,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green oyster worm,"worm, green oyster ",Nereiphylla fragilis,Phyllodocidae,Phyllodocida,Worms,Phy fra,,,"aka: Phyllodoce fragilis, paddleworm",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harmothoe aculeata,scaleworm sp.,Harmothoe aculeata,Polynoidae,Phyllodocida,Worms,Har acu,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marmothoe extenuata,scaleworm sp.,Harmothoe extenuata,Polynoidae,Phyllodocida,Worms,Har ext,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harmothoe spp.,scaleworm spp.,Harmothoe spp.,Polynoidae,Phyllodocida,Worms,Har spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
many scaleworm,"scaleworm, many",Lepidametria commensalis,Polynoidae,Phyllodocida,Worms,Lep com,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lepidametria spp.,scaleworm spp.,Lepidametria spp.,Polynoidae,Phyllodocida,Worms,Lepidam spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lepidasthenia spp.,scaleworm spp.,Lepidasthenia spp.,Polynoidae,Phyllodocida,Worms,Lepidas spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lepidonotus spp.,scaleworm spp.,Lepidonotus spp.,Polynoidae,Phyllodocida,Worms,Lepido spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lepidontus sublevis,scaleworm sp.,Lepidonotus sublevis,Polynoidae,Phyllodocida,Worms,Lep sub,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sabellaria spp.,"worm, sand builder spp.",Sabellaria spp.,Sabellariidae,Sabellida,Worms,Sabellaria spp,,,sand builder worm spp.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sabellaria vulgaris,"worm, sand-builder",Sabellaria vulgaris,Sabellariidae,Sabellida,Worms,Sab vul,,,aka: Sabellaria floridensis,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bispira melanostigma,"worm, featherduster sp.",Bispira melanostigma,Sabellidae,Sabellida,Worms,Bis mel,,,"aka: Sabella melanostigma, fan worm, mud tube sabellid",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potamilla neglecta,worm sp.,Potamilla neglecta,Sabellidae,Sabellida,Worms,Pot neg,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sabella spp.,"worm, featherduster spp.",Sabella spp.,Sabellidae,Sabellida,Worms,Sabella spp,,,fan worm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
featherduster worm,"worm, featherduster unid spp.",,Sabellidae,Sabellida,Worms,UnID Featherduster Worm,,,mud tube sabellid spp.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limy tubeworm,"tubeworm, limy",Hydroides dianthus,Serpulidae,Sabellida,Worms,Hyd dia,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcareous tubeworm,"tubeworms spp. ""calcareous""",Serpulid spp.,Serpulidae,Sabellida,Worms,Ser spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sinistral spiral tubeworm,"tubeworm, sinistral spiral ",Spirorbis spirorbis,Serpulidae,Sabellida,Worms,Spi spi,,,aka: Spirorbis borealis,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sigalonid spp.,polychaete spp.,Sigalionid spp.,Sigalionidae,Phyllodocida,Worms,Sig spp,,,"polychaete, un-id sigalionid ",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boa scaleworm,"scaleworm, boa",Sthenelais boa,Sigalionidae,Phyllodocida,Worms,Sth boa,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burrowing scaleworm,"scaleworm, burrowing",Sthenelais limicola,Sigalionidae,Phyllodocida,Worms,Sth lim,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sthenelais spp.,scaleworm sp.,Sthenelais spp.,Sigalionidae,Phyllodocida,Worms,Sth spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oyster mud worm,"worm, oyster mud ",Polydora websteri,Spionidae,Spionida,Worms,Pol web,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stylochus ellipticus,flatworm sp.,Stylochus ellipticus,Styochidae,Polycladida,Worms,Sty ell,,,flatworm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exogone spp.,"worm, syllid spp.",Exogone spp.,Syllidae,Phyllodocida,Worms,Exo spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taenia spp.,"worm, tape spp.",Taenia spp.,Taeniidae,Cyclophyllidea,Worms,Tae spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spaghetti mouth worm,"worm, spaghetti mouth",Amphitrite ornata,Terebellidae,Terebellida,Worms,Amp orn,,,aka: ornate terebillid worm (common),13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amphitrite spp.,worm spp.,Amphitrite spp.,Terebellidae,Terebellida,Worms,Amphi spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artacama proboscidea,worm sp.,Artacama proboscidea,Terebellidae,Terebellida,Worms,Art pro,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnstons ornate worm,"worm, johnston's ornate ",Neoamphitrite figulus,Terebellidae,Terebellida,Worms,Neo fig,,,aka: Amphitrite johnstoni,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pista cristata,worm sp.,Pista cristata,Terebellidae,Terebellida,Worms,Pis cri,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pista maculata,worm sp.,Pista maculata,Terebellidae,Terebellida,Worms,Pis mac,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pista spp.,worm spp.,Pista spp.,Terebellidae,Terebellida,Worms,Pis spp,,,"worm, terebellid ",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streblosoma spiralis,worm sp.,Streblosoma spiralis ,Terebellidae,Terebellida,Worms,Str spi,,,"worm (3 pairs coiled filamentous gills), terebellid ",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streblosoma spp.,worm spp.,Streblosoma spp.,Terebellidae,Terebellida,Worms,Str spp,,,"worm (3 pairs coiled filamentous gills), terebellid ",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terebellid spp.,worm spp.,Terebellid spp.,Terebellidae,Terebellida,Worms,Ter spp,,,"worm, terebellid ",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terebella verrilli,worm sp.,Terebella verrilli,Terebellidae,Terebellida,Worms,Ter ver,,,"worms , terebellid",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tentacle worm,"worm, tentacle ",Thelepus cincinnatus,Terebellidae,Terebellida,Worms,The cin,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peanut worm,"worm, peanut spp.",Sipunculid spp.,Themistidae,Golfingiida,Worms,Sip spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock boring sipunculid,"sipunculid, rock-boring ",Themiste alutacea,Themistidae,Golfingiida,Worms,The alu,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trichobranchidae,"worms, spp.",,Trichobranchidae,Terebellida,Worms,Tric bra,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquatic oligochaete worm,"worm, aquatic oligochaete",Paranais litoralis,Tubificidae,Haplotaxida,Worms,Par lit,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthworm,earthworm spp.,,,Oligochaete spp. [subclass],Worms,Earthworm,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
errant polychaete worm,"worm, errant polychaete unid spp.",,,Polychaeta [class],Worms,Errant Polychaete Worm,,,free living /swimming,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flatworm,"flatworm, unid spp.",,,,Worms,Flatworm,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ribbon worm,"worm, ribbon unid spp.",Nemertean spp.,,Nemertea [phylum],Worms,Nem spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink ribbon worm,"worm, pink ribbon ",,,Nemertea [phylum],Worms,Pink Ribbon Worm,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white flatworm,"flatworm spp. ""white""",Platyhelminthes spp.,,Polycladida,Worms,Pla spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polychaete worm,"worm, polychaete unid spp.",,,Polychaeta [class],Worms,Polychaete Worm,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scaleworm,"scaleworm, unid spp.",,,Phyllodocida,Worms,Scaleworm,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sedentaria worm,"worm, sedentaria unid spp. ",,,Sedentaria,Worms,Sedentaria Worm,,,mud worm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sedentary polychaete worm,"worm, sedentary polychaete unid spp.",,,Polychaeta [class],Worms,Sedentary Polychaete Worm,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worm,"worm, unid spp.",,,,Worms,UnID Worm,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white ribbon worm,"worm, white ribbon ",,,Nemertea [phylum],Worms,White Ribbon Worm,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrapin,terrapin,Malaclemys terrapin,Emydidae,Testudines,Reptile,Mal ter,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fleshy tissue,"fleshy tissue, unid",,,,Other,Fle tis,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
